commit_hash,ip_block,commit_message,categories,at_risk_dv_files,justification,confidence,model,in_tokens,out_tokens,cost_usd
a6bbefa5be6445f593c33699772159c7a284ee5a,otbn,[otbn] Fix interpretation of lc_escalate_en signal values,"[""CHECKER_DESYNC"", ""COVERAGE_REGRESSION""]","[""*_core_model.sv"", ""*_cov.sv"", ""*_trace_if.sv""]","The RTL removed the mubi_err signal and changed the lc_escalate_en interpretation logic. The DV model (otbn_core_model.sv) and coverage (otbn_env_cov.sv) explicitly tracked invalid lc_escalate_en values via invalid_lc_esc_en and ext_mubi_err signals, which are now obsolete. The tracer interface (otbn_trace_if.sv) and testbench (tb.sv) also removed ext_mubi_err_i assignments. These changes indicate the reference model and coverage points are desynchronized with the new RTL behavior that no longer detects invalid lc_escalate_en values.",HIGH,claude-haiku-4-5-20251001,5673,254,0.006943
a405062135cfc9edb6578e20aec87ae85d3ecb95,otbn,"[otbn,dv] Wrap some secure wipe assertions in a named block","[""ASSERTION_ORPHANING""]","[""*_vseq.sv""]","The RTL change wraps assertions in a named generate block (g_secure_wipe_assertions), which changes their hierarchical path. The DV sequence (otbn_ctrl_redun_vseq.sv) is updated to reference this new hierarchical path with $assertoff and $asserton calls targeting 'tb.dut.g_secure_wipe_assertions'. Without this DV update, the assertion control statements would fail to locate the assertions due to the path change.",HIGH,claude-haiku-4-5-20251001,3844,165,0.004669
b0044a47534091aa6e06f3332052f42d6a661b30,kmac,"[kmac, rtl] Hold entropy_req until it's acknowledged","[""ASSERTION_ORPHANING""]","[""*_bind.sv"", ""*_sva.sv"", ""*_assert*.sv""]","The DV diff shows removal of an assertion disable for 'SyncReqAckAckNeedsReq' from the entropy synchronizer module. This indicates the RTL behavioral change (holding entropy_req until acknowledged) invalidates the assumption encoded in that assertion, so it is no longer disabled in the sequence. The assertion path references the prim_sync_reqack CDC primitive hierarchy.",MEDIUM,claude-haiku-4-5-20251001,2787,156,0.003567
b1daa1164f5e84b25d30b4ed811df04b59014ffb,otbn,"[otbn,dv] Avoid Xcelium lint warning in otbn_trace_if","[""OTHER""]","[""*_trace_if.sv""]","The commit is a minor linting fix in otbn_trace_if.sv that adds parentheses to avoid Xcelium compiler warnings. This is a syntax/style correction with no functional impact on DV verification logic, coverage, assertions, sequences, or RAL structures.",HIGH,claude-haiku-4-5-20251001,1673,114,0.002243
d25b1659ceed6e6bbf3ecaf353bad181c9ec8c71,sram_ctrl,[sram_ctrl] Synchronize lc signals,"[""SEQUENCE_INVALIDATION""]","[""*_base_vseq.sv""]","The RTL introduces synchronization logic (prim_lc_sync and prim_mubi8_sync) for lc and otp signals, which changes the timing behavior of these interface signals. The DV diff shows a reset sequencing change in sram_ctrl_base_vseq.sv where cfg.exec_vif.init() is moved earlier, indicating that the testbench initialization order must be adjusted to account for the new synchronization delays. This is a sequence-level adaptation to accommodate changed operational constraints.",MEDIUM,claude-haiku-4-5-20251001,2476,176,0.003356
143faa6be53e71e1da04a0645306628d5ab76d87,pwrmgr,[pwrmgr] Synchronize lc signals,"[""ASSERTION_ORPHANING""]","[""*_bind.sv"", ""*_assert.sv""]","The RTL adds LC signal synchronizers, converting asynchronous inputs to synchronized clock-domain signals. The DV diff updates assertions in pwrmgr_bind.sv and pwrmgr_sec_cm_checker_assert.sv: the bind module now references the synchronized internal signals (u_fsm.lc_dft_en_i and u_fsm.lc_hw_debug_en_i), and assertions are converted from asynchronous to synchronous on clk_i with updated comments reflecting the synchronization. These changes reflect the hierarchical signal path shift caused by the synchronizer insertion.",HIGH,claude-haiku-4-5-20251001,4135,197,0.00512
eb5ff73f850c8aded0fb372cef6abfc3712b77df,otbn,Avoid mutating a global in otbn_tracer.sv,"[""OTHER""]",[],"This commit modifies otbn_tracer.sv, a tracer/debug utility module in the DV infrastructure, to refactor global state mutation into explicit function parameter passing. The change is a code quality improvement to satisfy Verilator linting constraints and does not affect testbench component interfaces, sequences, assertions, coverage, or RAL models.",HIGH,claude-haiku-4-5-20251001,4702,121,0.005307
6eb199cf93e5d2fa258b62d740aee41e07592f32,lc_ctrl,[lc_ctrl] Update hardware revision register structure,"[""RAL_DESYNC"", ""INTERFACE_DRIFT""]","[""*_env_pkg.sv"", ""*_scoreboard.sv"", ""*_base_vseq.sv"", ""*tb.sv""]","The commit modifies the lc_ctrl hardware revision register structure from a single hw_rev register with chip_gen/chip_rev fields to two separate hw_revision0/hw_revision1 registers with silicon_creator_id/product_id/revision_id fields. This changes the CSR register map (RAL model) and requires updates to the DV testbench parameter definitions, scoreboard predictions, and sequence-based register reads, indicating both RAL desynchronization and interface drift in the DV layer.",HIGH,claude-haiku-4-5-20251001,8056,200,0.009056
477ae95158374f1c4ae940bcd66c1785d55aee1d,csrng,[csrng/rtl] Restrict `glen` to 12 bit (thus <= 4095),"[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC"", ""COVERAGE_REGRESSION""]","[""*_vseq.sv"", ""*_scoreboard.sv"", ""*_cov_if.sv""]","The RTL change reduces `glen` field width from 13 bits to 12 bits. The DV diff shows corresponding updates to scoreboard reference model (glen parameter type changed from bit[18:0] to bit[11:0]), coverage interface (glen port width changed), and test sequences (glen randomization constraint changed from [12:0] to [11:0]). These changes update the DV infrastructure to match the new interface specification.",HIGH,claude-haiku-4-5-20251001,3821,187,0.004756
0eac8513625845f6b9ed7afaa491db1c325aa3fc,otbn,[otbn] Remove defunct TODOs,"[""OTHER""]",[],"The DV diff shows only removal of TODO comments and documentation updates in otbn_env_cfg.sv with no changes to actual testbench functionality, UVM sequences, checkers, coverage instrumentation, assertions, or RAL definitions. This is a housekeeping change with no impact on DV component behavior or structure.",HIGH,claude-haiku-4-5-20251001,2657,115,0.003232
56ef4d48fa818ecaa6cedfaf86c48d72a1d606c4,pwrmgr,[dv/pwrmgr] Fix miscellaneous failures,"[""ASSERTION_ORPHANING"", ""SEQUENCE_INVALIDATION""]","[""*_assert.sv"", ""*_vseq.sv"", ""*_sim_cfg.hjson""]","The RTL diff modifies SVA assertions (PwrmgrSecCmEscToFsmResetReq_A split into two assertions with different clock domains and cycle ranges), which requires corresponding updates to DV assertion bindings and checker modules. The DV diff shows timeout increases in sequences and assertion cycle adjustments in pwrmgr_sec_cm_checker_assert.sv, indicating the assertions were orphaned/desynchronized from RTL changes and sequences needed timing adjustments to match new assertion delays.",HIGH,claude-haiku-4-5-20251001,4132,193,0.005097
bcabb4265689ff0cc848bda61b09262eda962839,lc_ctrl,[lc_ctrl] Add raw unlock bypass for test chips,"[""INTERFACE_DRIFT"", ""SEQUENCE_INVALIDATION""]","[""*_if.sv"", ""*_agent.sv"", ""*_driver.sv"", ""*_monitor.sv"", ""*_env_pkg.sv"", ""*_vseq.sv"", ""*_seq.sv"", ""*_seq_lib.sv""]","The RTL adds a new output port `strap_en_override_o` and modifies the `transition_ctrl` register structure (splitting it into `ext_clock_en` and `volatile_raw_unlock` fields), breaking DV interfaces and register access patterns. The DV diff shows a TODO comment indicating the new signal is not yet hooked up, indicating incomplete testbench integration. Sequences expecting the old `transition_ctrl` scalar format will fail against the new multi-field structure.",HIGH,claude-haiku-4-5-20251001,5937,239,0.007132
3c011ea8eb3beacdf5e9618aa15fefb6e077a288,lc_ctrl,[lc_ctrl] SVA fix in kmac interface,"[""ASSERTION_ORPHANING""]","[""*_bind.sv"", ""*_sva.sv"", ""*_assert*.sv"", ""tb.sv""]","The RTL change removes the `u_prim_sync_reqack_data_out` instance from the kmac interface hierarchy. The DV diff shows that the corresponding assertion control in tb.sv references this removed instance (`dut.u_lc_ctrl_kmac_if.u_prim_sync_reqack_data_out.u_prim_sync_reqack.SyncReqAckAckNeedsReq`), which is now orphaned and must be removed to prevent simulation failures.",HIGH,claude-haiku-4-5-20251001,2848,192,0.003808
d4c659f381e1ecdf7921bf547c0688412fd8e4fd,entropy_src,[entropy_src] Define ObserveFifoDepth parameter in hjson,"[""SEQUENCE_INVALIDATION""]","[""*_dut_cfg.sv""]","The DV diff shows entropy_src_dut_cfg.sv updated to reference `entropy_src_reg_pkg::ObserveFifoDepth` instead of the previously used `OBSERVE_FIFO_DEPTH` constant. This is a constraint definition that encodes design parameter knowledge. The parameter relocation from entropy_src_pkg to entropy_src_reg_pkg required DV sequences/configurations to update their references, making this a sequence/configuration invalidation issue.",HIGH,claude-haiku-4-5-20251001,2722,165,0.003547
75e1d57a79cf22b103787dcc04bb0c60ad55efdd,pwrmgr,[dv/pwrmgr] Fix reset SVA PwrmgrSecCmEscToLCReset_A,"[""INTERFACE_DRIFT""]","[""*_env_pkg.sv"", ""*_env.sv"", ""*_env_cfg.sv"", ""*tb_top.sv""]","The DV diff shows removal of the aon_clk_rst_vif interface from the testbench environment. This interface was explicitly declared in pwrmgr_env_cfg.sv, retrieved in pwrmgr_env.sv, and instantiated in tb.sv. All references have been removed and replaced with slow_clk_rst_vif, constituting a structural interface removal that breaks DV component configuration.",HIGH,claude-haiku-4-5-20251001,5345,173,0.00621
d615fb57eef2905611e3ba29136d1381bd80ca64,otbn,"[otbn/rtl,dv] Change wipe on RMA req when idle to not reseed URND","[""CHECKER_DESYNC""]","[""*_ref_model.sv"", ""*_scoreboard.sv""]","The RTL diff shows a behavioral change in the start/stop control state machine where RMA requests now bypass URND reseeding and skip the first wipe round, transitioning directly to secure wipe. The DV diff updates the otbnsim reference model (sim.py) to reflect this new behavior, including conditional logic for URND refresh requests and wipe round sequencing. This is a reference model desynchronization fix where the simulator's behavioral logic is being aligned with the changed RTL state machine semantics.",HIGH,claude-haiku-4-5-20251001,2814,178,0.003704
1961b614b9ff8c3dd23724816ae1ef7e29ac8632,entropy_src,[entropy_src/dv] Assert no entropy gets dropped in FIPS-compliant mode,"[""ASSERTION_ORPHANING""]","[""*_assert_if.sv""]","The DV diff adds assertion control directives ($assertoff) in entropy_src_assert_if.sv that reference newly added assertions in the RTL core module (ValidRngBitsPushedIntoEsrngFifo_A, EsrngFifoPushedIntoEsbitOrPosthtFifos_A, etc.). The testbench assertion interface file must explicitly disable these new assertions during reset, and hardcoding assertion hierarchy paths creates a dependency that will break if RTL module names, hierarchy, or assertion names change.",HIGH,claude-haiku-4-5-20251001,5817,182,0.006727
6d86557b2742845ac71dbb997319abe875970ac9,uart,"[uart,rtl] Increase buffer size to 128","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_base_vseq.sv"", ""*_vseq.sv"", ""*_scoreboard.sv"", ""*_env_pkg.sv""]","The RTL buffer depth increase from 32 to 128 invalidates existing UVM sequences that hardcode watermark level constraints and timeout values (uart_base_vseq.sv, uart_fifo_full_vseq.sv, uart_intr_vseq.sv). Additionally, the scoreboard's reference model for watermark interrupt prediction must be updated to reflect the new watermark byte thresholds in the get_watermark_bytes_by_level() function, which now returns different values for each level due to the larger FIFO depth.",HIGH,claude-haiku-4-5-20251001,7733,216,0.008813
7c11c0dff4fd17bce65fb8dd446902f1bfb9ea94,flash_ctrl,"[flash_ctrl,dv] sec_info_access test fix","[""SEQUENCE_INVALIDATION"", ""CHECKER_DESYNC""]","[""*_base_vseq.sv"", ""*_vseq.sv"", ""*_env_cfg.sv""]","The DV diff shows updates to base sequence logic and environment configuration to handle ECC enable/disable state that now depends on hw_info_cfg overrides. The RTL fix corrects a typo in flash_mp.sv that was using the wrong signal (scramble_en instead of ecc_en), which broke the reference model in the environment configuration. Sequences are modified to pass ecc_en parameters through flash operation calls, and the scoreboard reference model (flash_mem_bkdr_read_check) is updated to conditionally apply ECC based on override settings rather than always enabling it.",HIGH,claude-haiku-4-5-20251001,5428,215,0.006503
5258d42a522b5cd970bb85502048abfc9e2ade40,keymgr,"[dv, keymgr] Remove assertion `RootKeyValidDuringLatching_A`","[""ASSERTION_ORPHANING""]","[""*_vseq.sv""]","The DV diff shows removal of an $assertoff() call in keymgr_hwsw_invalid_input_vseq.sv that disabled the RTL assertion RootKeyValidDuringLatching_A. Since the assertion itself was removed from RTL, the testbench code that managed its state is now orphaned and references a non-existent assertion path.",HIGH,claude-haiku-4-5-20251001,2041,143,0.002756
e1d873a8f9fb349de8f312c9d7aae7b140c6615c,keymgr,"[dv, keymgr] Add assertion to check validity of OTP root key","[""ASSERTION_ORPHANING""]","[""*_vseq.sv""]","A new assertion RootKeyValidDuringLatching_A was added to the RTL (keymgr_ctrl.sv), and the DV test sequence (keymgr_hwsw_invalid_input_vseq.sv) was immediately updated to disable this assertion via $assertoff. This indicates the assertion path reference must be maintained in the testbench hierarchy, and any future changes to the module hierarchy or signal names could break the assertion disable statement.",HIGH,claude-haiku-4-5-20251001,2174,162,0.002984
c78638e920fad1e674d5fa4ce3a1232aaa105a00,otbn,"[otbn, rtl] Improve blanking of flags, move clearing to predecoder","[""INTERFACE_DRIFT"", ""CHECKER_DESYNC""]","[""*_if.sv"", ""*_scoreboard.sv"", ""*_checker.sv""]","The RTL diff removes the `sec_wipe_zero_i` input port from `otbn_alu_bignum` module and moves flag-clearing logic to the instruction fetch/predecoder stage. The DV tracer interface (`otbn_trace_if.sv`) adds a new `sec_wipe_zero` input signal and changes how it accesses this signal, breaking the existing interface contract. Additionally, scoreboards or reference models that tracked flag updates based on `operation_commit_i` behavior must be resynchronized to reflect the new predecoder-driven flag control mechanism.",HIGH,claude-haiku-4-5-20251001,5298,207,0.006333
c2cab430429e24be07799bd227e1cddf9f831b2e,otbn,"[otbn, rtl] Blank flag generation in bignum ALU for SCA hardening","[""CHECKER_DESYNC""]","[""*_trace_if.sv"", ""*_scoreboard.sv"", ""*_ref_model.sv""]","The DV diff modifies otbn_trace_if.sv to reflect RTL changes in flag update logic. The tracer's reference model for flags_write signal generation now accounts for new SCA hardening signals (sec_wipe_zero_i, flags_adder_update, flags_logic_update, flags_mac_update, flags_ispr_wr) that were introduced in the RTL. Without this update, the tracer's behavioral model would be desynchronized from the actual RTL flag update behavior, causing scoreboard mismatches.",HIGH,claude-haiku-4-5-20251001,5216,196,0.006196
f243e6802143374741739d2c164c4f2f61697669,keymgr,[keymgr] XOR OTP root key with fresh randomness,"[""CHECKER_DESYNC"", ""ASSERTION_ORPHANING""]","[""*_if.sv"", ""*_scoreboard.sv"", ""*_ref_model.sv""]","The RTL changes the key update mechanism from direct assignment to XOR operations with fresh randomness. The DV interface assertion in keymgr_if.sv is updated to reflect this new masking behavior (XOR of shares instead of direct comparison), indicating the reference model and checker logic must be synchronized to validate the new XOR-based root key loading instead of the old continuous loading pattern.",HIGH,claude-haiku-4-5-20251001,2753,163,0.003568
